"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"SL","2017-04-25","88.4","1.0132","6.4340","Clayton Kershaw",460026,477132,"null","called_strike",,,,,"1","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.3383","1.5351","-0.7266","3.5196","null","null","null",2,6,"Bot","null","null",,,518735,,"170426_035816",,,,,,,"3.5428","1.6709","null","null","null","87.9160","2429","6.0850",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4161","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.8","1.0704","6.3332","Clayton Kershaw",543063,477132,"strikeout","called_strike",,,,,"8","Brandon Crawford called out on strikes.  ","R","L","L","SF","LAD","S","null","null",1,2,2017,"-0.0740","2.0602","0.0205","1.8081","null","null","null",1,6,"Bot","null","null",,,518735,,"170426_035735",,,,,,,"3.1655","1.3887","null","null","null","93.1890","2305","6.6480",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"53.8526","0.000","0.000","0.00",1,0,0
"SL","2017-04-25","90.2","1.0884","6.5796","Clayton Kershaw",543063,477132,"null","foul",,,,,"2","null","R","L","L","SF","LAD","S","null","null",1,1,2017,"0.0906","1.6643","0.2552","3.6607","null","null","null",1,6,"Bot","null","null",,,518735,,"170426_035712",,,,,,,"3.8413","1.5898","null","null","null","89.6850","2475","5.9190",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.5821","0.000","0.000","null","null","null","null"
"CU","2017-04-25","72.6","0.7485","6.5234","Clayton Kershaw",543063,477132,"null","ball",,,,,"12","null","R","L","L","SF","LAD","B","null","null",0,1,2017,"-0.1110","-1.0768","0.5211","4.1458","null","null","null",1,6,"Bot","null","null",,,518735,,"170426_035651",,,,,,,"3.2203","1.4984","null","null","null","71.3170","2291","5.6210",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.8804","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.2","1.0596","6.4172","Clayton Kershaw",543063,477132,"null","foul",,,,,"4","null","R","L","L","SF","LAD","S","null","null",0,0,2017,"-0.1044","1.8542","-0.3580","2.9590","null","null","null",1,6,"Bot","null","null",,,518735,,"170426_035632",,,,,,,"3.8413","1.5898","null","null","null","91.1250","2248","6.0400",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4607","0.000","0.000","null","null","null","null"
"FF","2017-04-25","91.8","1.1405","6.3230","Clayton Kershaw",457763,477132,"field_out","hit_into_play",,,,,"7","Buster Posey lines out to left fielder Cody Bellinger.  ","R","R","L","SF","LAD","X","7","line_drive",0,0,2017,"-0.2385","2.1437","-0.3459","1.4796","null","null","null",0,6,"Bot","38.95","103.68",,,518735,,"170426_035544",,,,,,,"3.7854","1.5658","305","89.0","29.1540","90.7560","2364","6.1970",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.3041","0.068","0.095","0.00",1,0,0
"SL","2017-04-25","89.3","1.0182","6.4917","Clayton Kershaw",456488,477132,"field_out","hit_into_play",,,,,"7","Eduardo Nunez grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ","R","R","L","SF","LAD","X","5","ground_ball",0,0,2017,"-0.0982","1.5463","-0.4477","2.0332","null","null","null",2,5,"Bot","105.53","168.57",,,518735,,"170426_034604",,,,,,,"3.7454","1.5358","5","65.8","-41.2530","88.9080","2358","6.2210",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2800","0.092","0.084","0.00",1,0,0
"SL","2017-04-25","88.9","1.0247","6.4928","Clayton Kershaw",624414,477132,"strikeout","swinging_strike",,,,,"1","Christian Arroyo strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",2,2,2017,"0.1916","1.1339","-0.4405","3.7057","null","null","null",1,5,"Bot","null","null",,,518735,,"170426_034528",,,,,,,"3.9233","1.6278","null","null","null","88.9400","2387","6.1710",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.3300","0.000","0.000","0.00",1,0,0
"CU","2017-04-25","74.1","0.6409","6.6194","Clayton Kershaw",624414,477132,"null","ball",,,,,"14","null","R","R","L","SF","LAD","B","null","null",1,2,2017,"0.0496","-1.2955","0.8231","-0.7692","null","null","null",1,5,"Bot","null","null",,,518735,,"170426_034505",,,,,,,"3.9233","1.6278","null","null","null","72.4300","2460","5.4830",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"55.0182","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.0","1.1249","6.3782","Clayton Kershaw",624414,477132,"null","ball",,,,,"14","null","R","R","L","SF","LAD","B","null","null",0,2,2017,"-0.2986","2.2154","1.9629","1.5593","null","null","null",1,5,"Bot","null","null",,,518735,,"170426_034451",,,,,,,"3.2109","1.6278","null","null","null","90.9400","2348","5.6300",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.8714","0.000","0.000","null","null","null","null"
"CU","2017-04-25","72.9","0.7407","6.5583","Clayton Kershaw",624414,477132,"null","foul",,,,,"14","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"0.0699","-1.2034","0.6576","1.2310","null","null","null",1,5,"Bot","null","null",,,518735,,"170426_034427",,,,,,,"3.9233","1.6278","null","null","null","71.4480","2354","5.3350",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"55.1658","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.6","1.1826","6.3003","Clayton Kershaw",624414,477132,"null","called_strike",,,,,"1","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.1482","2.0897","-0.8017","3.0168","null","null","null",1,5,"Bot","null","null",,,518735,,"170426_034412",,,,,,,"3.4484","1.6278","null","null","null","91.4160","2382","6.0120",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4894","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.5","1.1925","6.3201","Clayton Kershaw",452254,477132,"field_out","hit_into_play",,,,,"7","Hunter Pence flies out sharply to center fielder Enrique Hernandez.  ","R","R","L","SF","LAD","X","8","fly_ball",0,0,2017,"-0.2673","1.8733","-0.4424","1.8129","null","null","null",0,5,"Bot","121.08","31.10",,,518735,,"170426_034339",,,,,,,"3.9233","1.6278","397","101.9","29.8330","92.0020","2347","6.0780",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4227","0.727","1.387","0.00",1,0,0
"FF","2017-04-25","93.1","0.8934","6.4183","Clayton Kershaw",621389,477132,"field_out","hit_into_play",,,,,"1","Ty Blach grounds out, second baseman Chris Taylor to first baseman Adrian Gonzalez.  ","R","R","L","SF","LAD","X","4","ground_ball",1,1,2017,"0.3090","1.9527","-0.8074","3.5669","null","null","605412.00",2,4,"Bot","143.08","147.72",,,518735,,"170426_032949",,,,,,,"3.8413","1.5898","28","66.7","-4.3460","92.3770","2240","6.2300",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2709","0.084","0.078","0.00",1,0,0
"CU","2017-04-25","73.5","0.6166","6.5794","Clayton Kershaw",621389,477132,"null","blocked_ball",,,,,"14","null","R","R","L","SF","LAD","B","null","null",0,1,2017,"-0.1687","-1.1770","0.0371","-0.3784","null","null","605412.00",2,4,"Bot","null","null",,,518735,,"170426_032917",,,,,,,"3.5673","1.5898","null","null","null","72.2020","2346","5.9010",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.6001","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.2","0.9550","6.3896","Clayton Kershaw",621389,477132,"null","called_strike",,,,,"5","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.1531","2.0373","-0.0725","2.4712","null","null","605412.00",2,4,"Bot","null","null",,,518735,,"170426_032854",,,,,,,"3.4029","1.5898","null","null","null","92.9490","2284","6.1900",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.3110","0.000","0.000","null","null","null","null"
"SL","2017-04-25","90.0","0.8992","6.4901","Clayton Kershaw",453211,477132,"strikeout","swinging_strike",,,,,"13","Drew Stubbs strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",2,2,2017,"0.3574","1.3909","-1.4317","1.7635","null","null","605412.00",1,4,"Bot","null","null",,,518735,,"170426_032819",,,,,,,"3.9233","1.6278","null","null","null","89.4860","2400","5.8870",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.6143","0.000","0.000","0.00",1,0,0
"FF","2017-04-25","93.6","0.7926","6.3341","Clayton Kershaw",453211,477132,"null","ball",,,,,"9","null","R","R","L","SF","LAD","B","null","null",1,2,2017,"-0.0819","1.8838","0.3348","1.5370","null","null","605412.00",1,4,"Bot","null","null",,,518735,,"170426_032752",,,,,,,"3.4849","1.6278","null","null","null","93.6530","2324","6.2900",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2111","0.000","0.000","null","null","null","null"
"SL","2017-04-25","90.7","0.8464","6.4344","Clayton Kershaw",453211,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,2,2017,"0.1415","1.4406","-0.4221","1.1265","null","null","605412.00",1,4,"Bot","null","null",,,518735,,"170426_032730",,,,,,,"3.4849","1.6278","null","null","null","90.1360","2443","5.9490",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.5517","0.000","0.000","null","null","null","null"
"CU","2017-04-25","73.6","0.5020","6.5708","Clayton Kershaw",453211,477132,"null","called_strike",,,,,"8","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.0028","-1.0184","-0.1271","1.9698","null","null","605412.00",1,4,"Bot","null","null",,,518735,,"170426_032707",,,,,,,"3.4849","1.6278","null","null","null","71.8990","2346","5.4790",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"55.0222","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.0","0.9254","6.2958","Clayton Kershaw",453211,477132,"null","called_strike",,,,,"5","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.2008","2.1585","-0.0379","2.3125","null","null","605412.00",1,4,"Bot","null","null",,,518735,,"170426_032643",,,,,,,"3.5762","1.6278","null","null","null","92.7110","2355","6.4500",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0514","0.000","0.000","null","null","null","null"
"SL","2017-04-25","87.5","1.1796","6.4273","Clayton Kershaw",605412,477132,"single","hit_into_play_no_out",,,,,"7","Joe Panik singles on a line drive to left fielder Cody Bellinger.  ","R","L","L","SF","LAD","X","null","line_drive",2,1,2017,"0.2304","1.0606","-0.7368","1.8253","null","null","null",1,4,"Bot","90.79","116.06",,,518735,,"170426_032602",,,,,,,"3.7854","1.5658","218","75.3","19.7010","86.5790","2410","5.7860",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.7155","0.939","0.863","0.90",1,1,0
"FF","2017-04-25","92.0","1.2639","6.3106","Clayton Kershaw",605412,477132,"null","ball",,,,,"12","null","R","L","L","SF","LAD","B","null","null",1,1,2017,"-0.2849","2.0574","1.4681","3.4487","null","null","null",1,4,"Bot","null","null",,,518735,,"170426_032542",,,,,,,"3.2739","1.4927","null","null","null","91.2770","2219","6.0880",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4129","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.0","1.1865","6.3056","Clayton Kershaw",605412,477132,"null","called_strike",,,,,"7","null","R","L","L","SF","LAD","S","null","null",1,0,2017,"-0.2085","1.9372","-0.6149","1.7288","null","null","null",1,4,"Bot","null","null",,,518735,,"170426_032524",,,,,,,"3.1826","1.4013","null","null","null","92.4090","2295","6.1560",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.3449","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.3","1.0431","6.4083","Clayton Kershaw",605412,477132,"null","ball",,,,,"11","null","R","L","L","SF","LAD","B","null","null",0,0,2017,"-0.1718","2.0132","-0.5071","3.7425","null","null","null",1,4,"Bot","null","null",,,518735,,"170426_032510",,,,,,,"3.0730","1.2917","null","null","null","91.8500","2268","6.0790",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4219","0.000","0.000","null","null","null","null"
"FF","2017-04-25","91.9","1.0419","6.3452","Clayton Kershaw",460026,477132,"field_out","hit_into_play",,,,,"9","Nick Hundley flies out to right fielder Yasiel Puig.  ","R","R","L","SF","LAD","X","9","fly_ball",0,2,2017,"-0.5418","1.9859","0.2964","2.1513","null","null","null",0,4,"Bot","204.20","110.71",,,518735,,"170426_032440",,,,,,,"3.7854","1.5658","279","92.2","42.7420","91.5900","2273","6.2310",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2705","0.011","0.017","0.00",1,0,0
"FF","2017-04-25","92.5","1.0747","6.4734","Clayton Kershaw",460026,477132,"null","swinging_strike",,,,,"3","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.2827","2.0761","0.6108","3.4172","null","null","null",0,4,"Bot","null","null",,,518735,,"170426_032413",,,,,,,"3.7854","1.5658","null","null","null","91.4290","2236","5.8510",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.6504","0.000","0.000","null","null","null","null"
"SL","2017-04-25","88.1","1.2210","6.4057","Clayton Kershaw",460026,477132,"null","called_strike",,,,,"5","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.0072","1.2234","0.0918","2.2889","null","null","null",0,4,"Bot","null","null",,,518735,,"170426_032356",,,,,,,"3.3104","1.5658","null","null","null","87.4310","2369","5.7370",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.7636","0.000","0.000","null","null","null","null"
"SL","2017-04-25","91.3","1.0982","6.3104","Clayton Kershaw",543063,477132,"field_out","hit_into_play",,,,,"13","Brandon Crawford grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ","R","L","L","SF","LAD","X","1","ground_ball",1,2,2017,"-0.0806","1.4032","-0.8679","1.5857","null","452254.00","457763.00",2,3,"Bot","121.26","186.36",,,518735,,"170426_031158",,,,,,,"3.8413","1.5898","4","66.3","-28.2160","91.1310","2502","6.3120",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.1888","0.044","0.041","0.00",1,0,0
"FF","2017-04-25","93.9","0.8436","6.4137","Clayton Kershaw",543063,477132,"null","foul",,,,,"5","null","R","L","L","SF","LAD","S","null","null",1,1,2017,"-0.1196","2.1506","-0.2459","2.3819","null","452254.00","457763.00",2,3,"Bot","null","null",,,518735,,"170426_031114",,,,,,,"3.8413","1.5898","null","null","null","93.5000","2251","6.6400",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"53.8612","0.000","0.000","null","null","null","null"
"FF","2017-04-25","94.2","0.9514","6.3877","Clayton Kershaw",543063,477132,"null","foul",,,,,"4","null","R","L","L","SF","LAD","S","null","null",1,0,2017,"-0.1219","1.8088","-0.7528","2.3334","null","452254.00","457763.00",2,3,"Bot","null","null",,,518735,,"170426_031035",,,,,,,"3.8413","1.5898","null","null","null","94.2290","2340","6.4420",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0593","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.9","0.9719","6.2392","Clayton Kershaw",543063,477132,"null","ball",,,,,"8","null","R","L","L","SF","LAD","B","null","null",0,0,2017,"-0.0842","1.8011","-0.2411","1.3883","null","452254.00","457763.00",2,3,"Bot","null","null",,,518735,,"170426_031011",,,,,,,"3.1837","1.3887","null","null","null","94.0670","2265","6.4330",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0680","0.000","0.000","null","null","null","null"
"SL","2017-04-25","90.7","0.9154","6.5053","Clayton Kershaw",457763,477132,"single","hit_into_play_score",,,,,"14","Buster Posey singles on a sharp ground ball to center fielder Enrique Hernandez.   Ty Blach scores.    Hunter Pence to 2nd.  ","R","R","L","SF","LAD","X","null","ground_ball",0,1,2017,"0.3997","1.2369","0.0672","1.2276","621389.00","null","452254.00",2,3,"Bot","108.57","102.47",,,518735,,"170426_030909",,,,,,,"3.7854","1.5658","41","100.9","0.8210","90.4100","2325","5.9200",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.5808","0.489","0.456","0.90",1,1,0
"CU","2017-04-25","73.6","0.5412","6.5421","Clayton Kershaw",457763,477132,"null","called_strike",,,,,"12","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.1049","-0.9384","0.9627","3.2098","621389.00","null","452254.00",2,3,"Bot","null","null",,,518735,,"170426_030830",,,,,,,"3.2191","1.5658","null","null","null","72.5140","2201","5.6440",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.8567","0.000","0.000","null","null","null","null"
"FF","2017-04-25","94.1","0.8704","6.3598","Clayton Kershaw",456488,477132,"strikeout","swinging_strike",,,,,"9","Eduardo Nunez strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",0,2,2017,"-0.1724","1.9765","0.6906","1.8364","621389.00","null","452254.00",1,3,"Bot","null","null",,,518735,,"170426_030747",,,,,,,"3.7454","1.5358","null","null","null","93.7630","2229","6.2630",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2384","0.000","0.000","0.00",1,0,0
"FF","2017-04-25","94.1","0.9590","6.2671","Clayton Kershaw",456488,477132,"null","foul",,,,,"13","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"0.0993","1.8276","-0.6160","1.1796","621389.00","null","452254.00",1,3,"Bot","null","null",,,518735,,"170426_030707",,,,,,,"3.7448","1.5367","null","null","null","94.3370","2271","6.5690",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"53.9322","0.000","0.000","null","null","null","null"
"SL","2017-04-25","88.7","0.9380","6.5741","Clayton Kershaw",456488,477132,"null","called_strike",,,,,"11","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.5235","0.9776","-0.1189","3.5130","621389.00","null","452254.00",1,3,"Bot","null","null",,,518735,,"170426_030636",,,,,,,"3.0648","1.4513","null","null","null","88.2260","2401","5.8990",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.6024","0.000","0.000","null","null","null","null"
"SL","2017-04-25","88.4","0.8663","6.5018","Clayton Kershaw",624414,477132,"strikeout","swinging_strike_blocked",,,,,"13","Christian Arroyo strikes out swinging.  ","R","R","L","SF","LAD","S","null","null",1,2,2017,"0.2805","0.9764","-0.2770","0.7184","621389.00","null","452254.00",0,3,"Bot","null","null",,,518735,,"170426_030525",,,,,,,"3.7854","1.5658","null","null","null","87.3560","2523","5.9570",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.5441","0.000","0.000","0.00",1,0,0
"FF","2017-04-25","93.7","1.0038","6.3268","Clayton Kershaw",624414,477132,"null","ball",,,,,"14","null","R","R","L","SF","LAD","B","null","null",0,2,2017,"-0.0459","1.9960","0.8104","1.3984","621389.00","null","452254.00",0,3,"Bot","null","null",,,518735,,"170426_030458",,,,,,,"3.2191","1.5658","null","null","null","93.1910","2371","6.3140",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.1871","0.000","0.000","null","null","null","null"
"CU","2017-04-25","74.0","0.4356","6.7384","Clayton Kershaw",624414,477132,"null","foul",,,,,"7","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.0527","-1.0303","-0.7571","1.9440","621389.00","null","452254.00",0,3,"Bot","null","null",,,518735,,"170426_030425",,,,,,,"3.7854","1.5658","null","null","null","73.5120","2573","6.2330",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2678","0.000","0.000","null","null","null","null"
"SL","2017-04-25","90.9","0.9745","6.4980","Clayton Kershaw",624414,477132,"null","called_strike",,,,,"8","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"0.0572","1.8165","0.0678","1.6845","621389.00","null","452254.00",0,3,"Bot","null","null",,,518735,,"170426_030401",,,,,,,"3.2374","1.5658","null","null","null","89.9710","2465","6.1700",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.3312","0.000","0.000","null","null","null","null"
"SL","2017-04-25","91.1","0.9741","6.4958","Clayton Kershaw",452254,477132,"single","hit_into_play_no_out",,,,,"13","Hunter Pence singles on a ground ball to second baseman Chris Taylor.   Ty Blach to 3rd.  ","R","R","L","SF","LAD","X","null","ground_ball",1,2,2017,"-0.2046","1.4714","-0.5598","1.1772","null","621389.00","null",0,3,"Bot","141.05","146.70",,,518735,,"170426_030252",,,,,,,"3.9233","1.6278","null","90.3","-17.3000","90.4930","2576","6.0180",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4830","0.144","0.133","0.90",1,1,0
"SL","2017-04-25","91.1","0.8667","6.3249","Clayton Kershaw",452254,477132,"null","blocked_ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,2,2017,"0.2426","1.3857","-0.7136","0.4108","null","621389.00","null",0,3,"Bot","null","null",,,518735,,"170426_030151",,,,,,,"3.9233","1.6278","null","null","null","91.2080","2558","6.2590",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.2421","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.1","0.9524","6.3108","Clayton Kershaw",452254,477132,"null","swinging_strike",,,,,"4","null","R","R","L","SF","LAD","S","null","null",0,1,2017,"-0.1279","2.0693","-0.3897","2.7134","null","621389.00","null",0,3,"Bot","null","null",,,518735,,"170426_030122",,,,,,,"3.9233","1.6278","null","null","null","93.6090","2453","6.6450",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"53.8560","0.000","0.000","null","null","null","null"
"FF","2017-04-25","94.3","0.9723","6.2864","Clayton Kershaw",452254,477132,"null","foul",,,,,"4","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.1629","2.0994","-0.6638","2.7996","null","621389.00","null",0,3,"Bot","null","null",,,518735,,"170426_030053",,,,,,,"3.9233","1.6278","null","null","null","94.2240","2293","6.4260",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0750","0.000","0.000","null","null","null","null"
"FF","2017-04-25","93.0","1.1820","6.1790","Clayton Kershaw",621389,477132,"double","hit_into_play_no_out",,,,,"2","Ty Blach doubles (1) on a fly ball to left fielder Cody Bellinger.  ","R","R","L","SF","LAD","X","null","fly_ball",2,1,2017,"-0.0464","1.5185","-0.1548","3.7179","null","null","null",0,3,"Bot","101.49","51.68",,,518735,,"170426_025958",,,,,,,"3.8413","1.5898","354","93.6","31.7320","93.4310","2223","6.4540",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0466","0.175","0.297","1.25",1,1,1
"FF","2017-04-25","91.6","1.1952","6.2789","Clayton Kershaw",621389,477132,"null","called_strike",,,,,"3","null","R","R","L","SF","LAD","S","null","null",2,0,2017,"-0.0073","1.7577","0.4083","3.1290","null","null","null",0,3,"Bot","null","null",,,518735,,"170426_025936",,,,,,,"3.6039","1.5898","null","null","null","91.0280","2238","6.0170",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.4839","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.6","1.2226","6.2892","Clayton Kershaw",621389,477132,"null","ball",,,,,"2","null","R","R","L","SF","LAD","B","null","null",1,0,2017,"-0.1260","1.8894","-0.1324","3.5051","null","null","null",0,3,"Bot","null","null",,,518735,,"170426_025921",,,,,,,"3.4395","1.5898","null","null","null","92.3710","2229","6.3140",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.1874","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.4","1.2167","6.4126","Clayton Kershaw",621389,477132,"null","ball",,,,,"11","null","R","R","L","SF","LAD","B","null","null",0,0,2017,"-0.0577","2.0195","-0.0858","4.1466","null","null","null",0,3,"Bot","null","null",,,518735,,"170426_025908",,,,,,,"3.6587","1.5898","null","null","null","92.2070","2195","6.3130",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.1881","0.000","0.000","null","null","null","null"
"FF","2017-04-25","92.9","1.1143","6.3237","Clayton Kershaw",453211,477132,"field_out","hit_into_play",,,,,"4","Drew Stubbs pops out to second baseman Chris Taylor.  ","R","R","L","SF","LAD","X","4","popup",1,0,2017,"-0.1937","2.1093","-0.5182","2.6323","null","null","null",2,2,"Bot","143.27","118.44",,,518735,,"170426_025122",,,,,,,"3.9233","1.6278","201","73.7","55.0650","91.5110","2414","5.9570",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.5444","0.063","0.067","0.00",1,0,0
"FF","2017-04-25","92.3","1.0936","6.3253","Clayton Kershaw",453211,477132,"null","ball",,,,,"13","null","R","R","L","SF","LAD","B","null","null",0,0,2017,"-0.2486","1.7946","-1.3610","2.3068","null","null","null",2,2,"Bot","null","null",,,518735,,"170426_025102",,,,,,,"3.7406","1.6826","null","null","null","91.6140","2345","6.4190",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.0817","0.000","0.000","null","null","null","null"
"SL","2017-04-25","89.7","1.3275","6.4409","Clayton Kershaw",605412,477132,"field_out","hit_into_play",,,,,"8","Joe Panik grounds out to first baseman Adrian Gonzalez.  ","R","L","L","SF","LAD","X","3","ground_ball",0,1,2017,"-0.0231","1.3457","-0.1922","1.9646","null","null","null",1,2,"Bot","148.66","168.57",,,518735,,"170426_025025",,,,,,,"3.7854","1.5658","6","78.6","-21.8010","88.6090","2486","5.7250",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.7762","0.061","0.058","0.00",1,0,0
"FF","2017-04-25","93.1","1.2641","6.3059","Clayton Kershaw",605412,477132,"null","called_strike",,,,,"4","null","R","L","L","SF","LAD","S","null","null",0,0,2017,"-0.3199","1.9855","-0.7090","2.5960","null","null","null",1,2,"Bot","null","null",,,518735,,"170426_025011",,,,,,,"3.1278","1.4196","null","null","null","93.3230","2356","6.5660",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"53.9346","0.000","0.000","null","null","null","null"
"CU","2017-04-25","72.8","0.7401","6.5928","Clayton Kershaw",460026,477132,"field_out","hit_into_play",,,,,"6","Nick Hundley flies out to right fielder Yasiel Puig.  ","R","R","L","SF","LAD","X","9","fly_ball",0,1,2017,"0.0198","-1.1197","0.4159","2.6900","null","null","null",0,2,"Bot","204.86","110.97",,,518735,,"170426_024942",,,,,,,"3.7854","1.5658","280","89.2","33.0360","71.4960","2448","5.5190",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.9820","0.045","0.068","0.00",1,0,0
"FF","2017-04-25","92.7","1.2812","6.3017","Clayton Kershaw",460026,477132,"null","foul",,,,,"4","null","R","R","L","SF","LAD","S","null","null",0,0,2017,"-0.1812","1.9962","-0.6114","2.4152","null","null","null",0,2,"Bot","null","null",,,518735,,"170426_024917",,,,,,,"3.7854","1.5658","null","null","null","91.0500","2408","5.7440",490395,477132,518735,408236,621035,457759,608369,641355,571771,624577,"54.7566","0.000","0.000","null","null","null","null"
