"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"FF","2017-05-06","92.7","1.1073","6.0542","Clayton Kershaw",622534,477132,"null","foul",,,,,"2","null","R","R","L","SD","LAD","S","null","null",0,0,2017,"0.5531","1.7083","-0.1503","3.1427","null","null","null",1,3,"Bot","null","null",,,605131,,"170507_012558",,,,,,,"3.5205","1.5605","null","null","null","91.8080","2261","6.0350",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4632","0.000","0.000","null","null","null","null"
"FF","2017-05-06","91.9","1.3181","6.0788","Clayton Kershaw",453385,477132,"strikeout","swinging_strike",,,,,"7","Clayton Richard strikes out swinging.  ","R","L","L","SD","LAD","S","null","null",2,2,2017,"0.4610","1.8007","-0.3728","2.2020","null","null","null",0,3,"Bot","null","null",,,605131,,"170507_012525",,,,,,,"3.7704","1.8205","null","null","null","91.3840","2381","6.3370",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.1611","0.000","0.000","0.00",1,0,0
"FF","2017-05-06","91.5","1.2069","6.1924","Clayton Kershaw",453385,477132,"null","swinging_strike",,,,,"5","null","R","L","L","SD","LAD","S","null","null",2,1,2017,"0.6670","1.7323","0.1614","2.8008","null","null","null",0,3,"Bot","null","null",,,605131,,"170507_012510",,,,,,,"3.7704","1.8205","null","null","null","90.7540","2270","6.0040",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4943","0.000","0.000","null","null","null","null"
"FF","2017-05-06","91.1","1.2393","6.0901","Clayton Kershaw",453385,477132,"null","called_strike",,,,,"8","null","R","L","L","SD","LAD","S","null","null",2,0,2017,"0.5574","1.7385","-0.1148","2.3029","null","null","null",0,3,"Bot","null","null",,,605131,,"170507_012458",,,,,,,"3.7503","1.9544","null","null","null","91.3820","2274","6.5990",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"53.8993","0.000","0.000","null","null","null","null"
"FF","2017-05-06","91.8","1.1410","6.1943","Clayton Kershaw",453385,477132,"null","ball",,,,,"11","null","R","L","L","SD","LAD","B","null","null",1,0,2017,"0.6998","1.7546","-1.4517","3.3169","null","null","null",0,3,"Bot","null","null",,,605131,,"170507_012445",,,,,,,"3.7069","1.9223","null","null","null","91.0580","2233","6.1790",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.3197","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.0","1.2334","6.0674","Clayton Kershaw",453385,477132,"null","ball",,,,,"13","null","R","L","L","SD","LAD","B","null","null",0,0,2017,"0.4537","1.7507","-0.6439","1.2408","null","null","null",0,3,"Bot","null","null",,,605131,,"170507_012433",,,,,,,"3.7716","1.9056","null","null","null","91.4420","2369","6.2770",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.2212","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.6","1.0701","6.1307","Clayton Kershaw",596143,477132,"field_out","hit_into_play",,,,,"8","Luis Sardinas flies out to center fielder Enrique Hernandez.  ","R","R","L","SD","LAD","X","8","fly_ball",2,1,2017,"0.3912","1.8874","-0.1392","1.8853","null","null","592669.00",2,2,"Bot","148.56","59.52",,,605131,,"170507_011409",,,,,,,"3.9504","1.6815","335","89.8","25.4560","91.7060","2287","6.3750",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.1238","0.127","0.163","0.00",1,0,0
"CU","2017-05-06","72.1","0.6555","6.2823","Clayton Kershaw",596143,477132,"null","ball",,,,,"14","null","R","R","L","SD","LAD","B","null","null",1,1,2017,"0.8634","-1.4344","0.7260","1.4476","null","null","592669.00",2,2,"Bot","null","null",,,605131,,"170507_011341",,,,,,,"3.4130","1.7384","null","null","null","70.9040","2101","5.8440",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.6549","0.000","0.000","null","null","null","null"
"SL","2017-05-06","87.6","1.0185","6.2251","Clayton Kershaw",596143,477132,"null","swinging_strike",,,,,"13","null","R","R","L","SD","LAD","S","null","null",1,0,2017,"1.3853","0.6126","-0.0408","1.2718","null","null","592669.00",2,2,"Bot","null","null",,,605131,,"170507_011315",,,,,,,"3.3705","1.4805","null","null","null","86.8680","2338","5.9520",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5467","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.7","0.9019","6.0875","Clayton Kershaw",596143,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",0,0,2017,"0.6093","1.8029","-0.3202","0.0067","null","null","592669.00",2,2,"Bot","null","null",,,605131,,"170507_011248",,,,,,,"3.5920","1.7710","null","null","null","91.2970","2153","6.2830",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.2158","0.000","0.000","null","null","null","null"
"SL","2017-05-06","88.2","1.0030","6.1652","Clayton Kershaw",518466,477132,"strikeout","swinging_strike",,,,,"13","Jabari Blash strikes out swinging.  ","R","R","L","SD","LAD","S","null","null",3,2,2017,"1.2715","0.7580","-0.2806","1.5185","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_011208",,,,,,,"3.7004","1.7105","null","null","null","87.3940","2245","5.9190",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5798","0.000","0.000","0.00",1,0,0
"FF","2017-05-06","92.1","0.9718","6.1144","Clayton Kershaw",518466,477132,"null","foul",,,,,"5","null","R","R","L","SD","LAD","S","null","null",3,2,2017,"0.7405","1.8084","-0.1513","2.6769","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_011139",,,,,,,"3.7204","1.7105","null","null","null","91.0250","2287","6.0900",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4086","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.7","1.0103","6.2472","Clayton Kershaw",518466,477132,"null","ball",,,,,"11","null","R","R","L","SD","LAD","B","null","null",2,2,2017,"0.5746","2.1101","-0.2800","3.9477","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_011116",,,,,,,"3.8155","2.0010","null","null","null","90.9790","2299","6.0130",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4851","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.5","1.0620","6.0540","Clayton Kershaw",518466,477132,"null","foul",,,,,"7","null","R","R","L","SD","LAD","S","null","null",2,1,2017,"0.6194","1.6843","-0.4303","1.9251","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_011046",,,,,,,"3.7204","1.7105","null","null","null","92.2090","2283","6.3470",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.1516","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.0","0.8997","6.1469","Clayton Kershaw",518466,477132,"null","foul",,,,,"5","null","R","R","L","SD","LAD","S","null","null",2,0,2017,"0.6462","1.6596","0.0492","2.4478","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_011018",,,,,,,"3.7204","1.7105","null","null","null","93.1480","2261","6.9810",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"53.5179","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.6","0.8480","6.0492","Clayton Kershaw",518466,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",1,0,2017,"0.6157","1.5774","-0.7806","1.0392","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_010931",,,,,,,"3.8481","1.9521","null","null","null","93.3400","2290","6.8750",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"53.6234","0.000","0.000","null","null","null","null"
"FF","2017-05-06","91.8","1.0605","6.1836","Clayton Kershaw",518466,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",0,0,2017,"0.8634","1.5696","-0.8885","1.5351","null","null","592669.00",1,2,"Bot","null","null",,,605131,,"170507_010911",,,,,,,"3.8806","2.0172","null","null","null","90.9900","2340","6.0290",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4700","0.000","0.000","null","null","null","null"
"SL","2017-05-06","89.7","1.1237","6.2604","Clayton Kershaw",592669,477132,"walk","blocked_ball",,,,,"13","Hunter Renfroe walks.  ","R","R","L","SD","LAD","B","null","null",3,2,2017,"1.1127","0.9384","-0.7116","0.4251","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010834",,,,,,,"3.9654","1.8911","null","null","null","88.5900","2395","5.7420",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.7567","0.000","0.000","0.70",1,0,0
"FF","2017-05-06","92.1","1.0067","6.0766","Clayton Kershaw",592669,477132,"null","foul",,,,,"13","null","R","R","L","SD","LAD","S","null","null",3,2,2017,"0.8643","1.7036","-1.1139","2.6922","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010817",,,,,,,"3.8804","1.7705","null","null","null","90.8210","2423","5.9530",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5453","0.000","0.000","null","null","null","null"
"SL","2017-05-06","88.9","1.2101","6.2668","Clayton Kershaw",592669,477132,"null","ball",,,,,"14","null","R","R","L","SD","LAD","B","null","null",2,2,2017,"0.4793","0.9769","1.1816","1.2494","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010752",,,,,,,"3.8006","1.9821","null","null","null","88.3010","2330","5.9640",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5346","0.000","0.000","null","null","null","null"
"SL","2017-05-06","88.9","1.2315","6.3395","Clayton Kershaw",592669,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",1,2,2017,"0.3930","0.9547","-0.4641","0.8346","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010736",,,,,,,"3.8006","1.9496","null","null","null","87.5040","2452","5.5510",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.9480","0.000","0.000","null","null","null","null"
"FF","2017-05-06","93.3","1.1134","6.1873","Clayton Kershaw",592669,477132,"null","foul",,,,,"13","null","R","R","L","SD","LAD","S","null","null",1,1,2017,"0.7494","1.8850","-1.5586","2.0995","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010715",,,,,,,"3.8804","1.7705","null","null","null","92.6760","2311","6.2080",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.2908","0.000","0.000","null","null","null","null"
"SL","2017-05-06","89.4","1.1538","6.3241","Clayton Kershaw",592669,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",0,1,2017,"0.6671","1.0185","-0.8143","0.1609","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010657",,,,,,,"3.8332","1.9333","null","null","null","87.3730","2490","5.4920",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"55.0069","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.2","1.1206","6.2249","Clayton Kershaw",592669,477132,"null","foul",,,,,"2","null","R","R","L","SD","LAD","S","null","null",0,0,2017,"0.3630","1.9287","-0.1419","3.6646","null","null","null",1,2,"Bot","null","null",,,605131,,"170507_010634",,,,,,,"3.8804","1.7705","null","null","null","90.9520","2283","5.9650",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5339","0.000","0.000","null","null","null","null"
"SL","2017-05-06","89.5","1.0392","6.3602","Clayton Kershaw",595978,477132,"strikeout","swinging_strike",,,,,"13","Austin Hedges strikes out swinging.  ","R","R","L","SD","LAD","S","null","null",1,2,2017,"1.2749","0.9881","-0.9797","2.0352","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010605",,,,,,,"3.4505","1.5205","null","null","null","88.5670","2422","5.7930",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.7055","0.000","0.000","0.00",1,0,0
"CU","2017-05-06","72.4","0.7092","6.3829","Clayton Kershaw",595978,477132,"null","foul",,,,,"13","null","R","R","L","SD","LAD","S","null","null",1,2,2017,"0.6251","-1.9058","-0.1247","0.7650","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010541",,,,,,,"3.4505","1.5205","null","null","null","70.1440","2545","5.7160",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.7831","0.000","0.000","null","null","null","null"
"SL","2017-05-06","87.3","1.1069","6.3677","Clayton Kershaw",595978,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",0,2,2017,"1.2316","0.3742","-1.8085","2.7113","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010524",,,,,,,"3.7017","1.8859","null","null","null","86.2020","2566","5.6330",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.8653","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.4","1.0481","6.1315","Clayton Kershaw",595978,477132,"null","foul",,,,,"6","null","R","R","L","SD","LAD","S","null","null",0,2,2017,"0.6802","1.6686","0.7887","2.7046","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010504",,,,,,,"3.4504","1.5205","null","null","null","91.7540","2283","5.9210",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5773","0.000","0.000","null","null","null","null"
"SL","2017-05-06","87.1","1.1589","6.3535","Clayton Kershaw",595978,477132,"null","swinging_strike",,,,,"13","null","R","R","L","SD","LAD","S","null","null",0,1,2017,"0.8841","0.4564","-1.2337","1.8313","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010446",,,,,,,"3.4504","1.5205","null","null","null","86.2340","2489","5.6540",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.8448","0.000","0.000","null","null","null","null"
"FF","2017-05-06","91.6","1.0619","6.2104","Clayton Kershaw",595978,477132,"null","called_strike",,,,,"13","null","R","R","L","SD","LAD","S","null","null",0,0,2017,"0.4184","1.6829","-0.8862","1.7550","null","null","null",0,2,"Bot","null","null",,,605131,,"170507_010423",,,,,,,"3.7914","1.8454","null","null","null","90.8580","2457","6.1170",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.3819","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.3","0.9894","6.1559","Clayton Kershaw",500208,477132,"field_out","hit_into_play",,,,,"4","Yangervis Solarte lines out to third baseman Justin Turner.  ","R","R","L","SD","LAD","X","5","line_drive",0,1,2017,"0.7065","1.6555","-0.4692","2.7429","null","605486.00","null",2,1,"Bot","98.37","168.23",,,605131,,"170507_005503",,,,,,,"3.8654","1.6015","116","80.0","8.2930","91.7290","2243","5.9490",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5496","0.388","0.360","0.00",1,0,0
"FF","2017-05-06","93.8","0.9220","6.1838","Clayton Kershaw",500208,477132,"null","called_strike",,,,,"1","null","R","R","L","SD","LAD","S","null","null",0,0,2017,"0.7303","1.8324","-0.4331","2.9804","null","605486.00","null",2,1,"Bot","null","null",,,605131,,"170507_005439",,,,,,,"3.4069","1.7698","null","null","null","92.8830","2294","6.1370",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.3618","0.000","0.000","null","null","null","null"
"FF","2017-05-06","93.8","0.9759","6.2159","Clayton Kershaw",571976,477132,"double_play","hit_into_play",,,,,"7","Wil Myers flies into a double play, center fielder Enrique Hernandez to third baseman Justin Turner.   Manuel Margot out at 3rd.    Cory Spangenberg to 2nd.  ","R","R","L","SD","LAD","X","8","fly_ball",2,2,2017,"0.4946","1.8654","-0.6031","2.1632","null","622534.00","605486.00",0,1,"Bot","149.02","70.75",,,"null",,"170507_005347",,,,,,,"3.7464","1.5355","310","86.6","38.4786","null","2260","6.1873",490550,"null","null","null","null","null","null","null","null","null","54.3118","0.015","0.020","0.00",1,0,0
"SL","2017-05-06","90.8","0.8849","6.3040","Clayton Kershaw",571976,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",1,2,2017,"1.0793","1.1736","-0.4767","0.9289","null","622534.00","605486.00",0,1,"Bot","null","null",,,605131,,"170507_005316",,,,,,,"3.6618","1.7821","null","null","null","89.4120","2399","5.7140",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.7847","0.000","0.000","null","null","null","null"
"FF","2017-05-06","93.8","0.8488","6.1873","Clayton Kershaw",571976,477132,"null","swinging_strike",,,,,"13","null","R","R","L","SD","LAD","S","null","null",1,1,2017,"0.8860","1.9725","-0.9627","2.2339","null","622534.00","605486.00",0,1,"Bot","null","null",,,605131,,"170507_005246",,,,,,,"3.5804","1.5705","null","null","null","92.2250","2348","5.8220",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.6765","0.000","0.000","null","null","null","null"
"FF","2017-05-06","93.6","0.9123","6.2134","Clayton Kershaw",571976,477132,"null","foul",,,,,"1","null","R","R","L","SD","LAD","S","null","null",1,0,2017,"0.8645","2.0251","-0.7970","3.5690","null","622534.00","605486.00",0,1,"Bot","null","null",,,605131,,"170507_005217",,,,,,,"3.5804","1.5705","null","null","null","92.7420","2480","6.2740",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.2250","0.000","0.000","null","null","null","null"
"SL","2017-05-06","90.3","0.9804","6.2019","Clayton Kershaw",571976,477132,"null","ball",,,,,"13","null","R","R","L","SD","LAD","B","null","null",0,0,2017,"1.1197","1.3839","-1.3547","0.7603","null","622534.00","605486.00",0,1,"Bot","null","null",,,605131,,"170507_005152",,,,,,,"3.6944","1.8147","null","null","null","89.3700","2500","5.9910",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5071","0.000","0.000","null","null","null","null"
"SL","2017-05-06","89.1","0.9887","6.2984","Clayton Kershaw",605486,477132,"single","hit_into_play_no_out",,,,,"7","Cory Spangenberg singles on a ground ball to shortstop Corey Seager.   Manuel Margot to 2nd.  ","R","L","L","SD","LAD","X","null","ground_ball",0,1,2017,"1.2749","0.9020","-0.4133","1.4481","null","null","622534.00",0,1,"Bot","108.70","156.40",,,605131,,"170507_005103",,,,,,,"3.1205","1.3705","118","65.9","12.3090","88.7280","2346","6.1570",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.3421","0.251","0.236","0.90",1,1,0
"FF","2017-05-06","93.5","1.1534","6.1341","Clayton Kershaw",605486,477132,"null","foul",,,,,"6","null","R","L","L","SD","LAD","S","null","null",0,0,2017,"0.2083","2.0415","0.4909","2.0953","null","null","622534.00",0,1,"Bot","null","null",,,605131,,"170507_005037",,,,,,,"3.1105","1.3605","null","null","null","92.3790","2325","6.0260",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.4725","0.000","0.000","null","null","null","null"
"SL","2017-05-06","89.8","1.1288","6.4101","Clayton Kershaw",622534,477132,"single","hit_into_play_no_out",,,,,"7","Manuel Margot singles on a line drive to center fielder Enrique Hernandez.  ","R","R","L","SD","LAD","X","null","line_drive",0,2,2017,"0.6957","1.4828","-0.5702","1.9889","null","null","null",0,1,"Bot","113.34","112.94",,,605131,,"170507_004958",,,,,,,"3.5204","1.5605","211","78.4","13.4540","89.0810","2485","5.9750",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.5238","0.665","0.616","0.90",1,1,0
"FF","2017-05-06","91.4","1.0568","6.1840","Clayton Kershaw",622534,477132,"null","foul",,,,,"11","null","R","R","L","SD","LAD","S","null","null",0,1,2017,"0.7568","1.6662","-0.9570","3.2351","null","null","null",0,1,"Bot","null","null",,,605131,,"170507_004938",,,,,,,"3.5209","1.5610","null","null","null","91.1730","2322","6.1980",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.3006","0.000","0.000","null","null","null","null"
"FF","2017-05-06","92.0","1.0941","6.2940","Clayton Kershaw",622534,477132,"null","called_strike",,,,,"4","null","R","R","L","SD","LAD","S","null","null",0,0,2017,"0.5499","1.7474","-0.6737","2.4588","null","null","null",0,1,"Bot","null","null",,,605131,,"170507_004921",,,,,,,"3.6548","1.8866","null","null","null","91.1460","2354","5.7330",490550,477132,605131,641355,621035,457759,608369,429711,571771,624577,"54.7660","0.000","0.000","null","null","null","null"
"CU","2017-05-01","73.8","0.5502","6.5611","Clayton Kershaw",605412,477132,"field_out","hit_into_play",,,,,"1","Joe Panik grounds out sharply, shortstop Corey Seager to first baseman Adrian Gonzalez.  ","R","L","L","LAD","SF","X","6","ground_ball",3,2,2017,"0.0753","-0.9952","-0.4981","3.0989","null","456488.00","null",2,6,"Top","118.48","147.17",,,518735,,"170502_035444",,,,,,,"3.4110","1.5650","46","97.5","-0.9270","72.7270","2196","5.8940",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.6073","0.415","0.388","0.00",1,0,0
"FF","2017-05-01","92.9","0.9797","6.3656","Clayton Kershaw",605412,477132,"null","ball",,,,,"13","null","R","L","L","LAD","SF","B","null","null",2,2,2017,"-0.0362","1.8879","-0.2578","0.9808","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035352",,,,,,,"3.4110","1.5650","null","null","null","91.9190","2249","6.2650",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.2383","0.000","0.000","null","null","null","null"
"FF","2017-05-01","93.2","0.9532","6.3750","Clayton Kershaw",605412,477132,"null","foul",,,,,"5","null","R","L","L","LAD","SF","S","null","null",2,2,2017,"-0.3204","1.9817","0.1544","2.3588","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035322",,,,,,,"3.4110","1.5650","null","null","null","92.7920","2347","6.1640",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.3383","0.000","0.000","null","null","null","null"
"CU","2017-05-01","72.5","0.7813","6.5210","Clayton Kershaw",605412,477132,"null","foul",,,,,"5","null","R","L","L","LAD","SF","S","null","null",2,2,2017,"-0.0260","-1.0364","-0.2500","2.5121","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035246",,,,,,,"3.4110","1.5650","null","null","null","71.0250","2384","5.5560",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.9451","0.000","0.000","null","null","null","null"
"SL","2017-05-01","89.5","0.9069","6.4551","Clayton Kershaw",605412,477132,"null","ball",,,,,"13","null","R","L","L","LAD","SF","B","null","null",1,2,2017,"0.4925","1.1634","-1.2696","1.3938","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035215",,,,,,,"3.4110","1.5650","null","null","null","88.8270","2428","6.1370",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.3639","0.000","0.000","null","null","null","null"
"CU","2017-05-01","72.4","0.6268","6.5506","Clayton Kershaw",605412,477132,"null","foul",,,,,"7","null","R","L","L","LAD","SF","S","null","null",1,1,2017,"-0.2688","-1.3784","-0.3131","1.7382","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035133",,,,,,,"3.4110","1.5650","null","null","null","70.8250","2340","5.6770",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.8207","0.000","0.000","null","null","null","null"
"SL","2017-05-01","89.6","1.0558","6.4501","Clayton Kershaw",605412,477132,"null","blocked_ball",,,,,"13","null","R","L","L","LAD","SF","B","null","null",0,1,2017,"0.3172","1.5580","-0.9954","0.5521","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035050",,,,,,,"3.4110","1.5650","null","null","null","88.6710","2430","6.0310",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.4698","0.000","0.000","null","null","null","null"
"FF","2017-05-01","92.9","0.9698","6.4417","Clayton Kershaw",605412,477132,"null","called_strike",,,,,"13","null","R","L","L","LAD","SF","S","null","null",0,0,2017,"-0.2838","2.1422","-0.8587","1.6381","null","456488.00","null",2,6,"Top","null","null",,,518735,,"170502_035019",,,,,,,"3.4110","1.5650","null","null","null","92.8740","2340","6.6300",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"53.8713","0.000","0.000","null","null","null","null"
"FF","2017-05-01","92.3","1.0937","6.3978","Clayton Kershaw",456488,477132,"double","hit_into_play_no_out",,,,,"2","Eduardo Nunez hits a ground-rule double (5) on a line drive to left field.  ","R","R","L","LAD","SF","X","null","line_drive",3,2,2017,"-0.1402","2.1156","-0.0858","2.8024","null","null","null",2,6,"Top","43.57","77.42",,,518735,,"170502_034925",,,,,,,"3.3710","1.5350","346","102.4","20.1940","91.6100","2359","6.3980",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.1028","0.631","0.877","1.25",1,1,1
"SL","2017-05-01","87.7","1.0822","6.4337","Clayton Kershaw",456488,477132,"null","foul",,,,,"5","null","R","R","L","LAD","SF","S","null","null",3,2,2017,"0.3365","0.8739","-0.2662","2.3265","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034901",,,,,,,"3.3710","1.5350","null","null","null","86.7800","2376","5.9030",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.5971","0.000","0.000","null","null","null","null"
"FF","2017-05-01","92.4","1.0085","6.3118","Clayton Kershaw",456488,477132,"null","ball",,,,,"14","null","R","R","L","LAD","SF","B","null","null",2,2,2017,"-0.1569","1.9428","0.6701","0.9836","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034844",,,,,,,"3.3710","1.5350","null","null","null","91.4180","2294","6.2020",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.2997","0.000","0.000","null","null","null","null"
"SL","2017-05-01","88.9","1.0135","6.4829","Clayton Kershaw",456488,477132,"null","ball",,,,,"14","null","R","R","L","LAD","SF","B","null","null",1,2,2017,"0.2587","1.6454","1.3960","1.9535","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034826",,,,,,,"3.3710","1.5350","null","null","null","87.9160","2354","5.9810",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.5236","0.000","0.000","null","null","null","null"
"FF","2017-05-01","92.1","1.1025","6.3942","Clayton Kershaw",456488,477132,"null","foul",,,,,"8","null","R","R","L","LAD","SF","S","null","null",1,1,2017,"-0.4053","2.0910","-0.0153","1.9166","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034803",,,,,,,"3.3710","1.5350","null","null","null","91.3850","2289","5.9500",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.5524","0.000","0.000","null","null","null","null"
"SL","2017-05-01","84.6","1.1925","6.4065","Clayton Kershaw",456488,477132,"null","ball",,,,,"14","null","R","R","L","LAD","SF","B","null","null",0,1,2017,"-1.2183","1.8192","0.8547","0.9392","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034748",,,,,,,"3.3710","1.5350","null","null","null","83.7070","2163","5.8040",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.7008","0.000","0.000","null","null","null","null"
"FF","2017-05-01","92.0","1.0707","6.3857","Clayton Kershaw",456488,477132,"null","called_strike",,,,,"5","null","R","R","L","LAD","SF","S","null","null",0,0,2017,"-0.2501","1.9554","-0.0116","2.1544","null","null","null",2,6,"Top","null","null",,,518735,,"170502_034733",,,,,,,"3.3710","1.5350","null","null","null","91.3610","2366","5.9610",490482,477132,518735,408236,400284,457759,608369,641355,592808,624577,"54.5411","0.000","0.000","null","null","null","null"
